"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2007","2007",4.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2008","2008",4.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2009","2009",4.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2010","2010",4.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2013","2013",3.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2014","2014",3.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2015","2015",3.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2016","2016",4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2017","2017",4.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2018","2018",4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2019","2019",4.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2020","2020",3.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2002","2002",27.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2003","2003",26.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2004","2004",24.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2005","2005",24.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2006","2006",22.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2007","2007",20.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2008","2008",21.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2009","2009",22.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2010","2010",20.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2011","2011",19.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2012","2012",19.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2013","2013",20.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2014","2014",19.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2015","2015",19.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2016","2016",20,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2017","2017",19,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2018","2018",18.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2019","2019",17.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHE","Switzerland","2020","2020",18.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","TUR","Türkiye","2011","2011",18.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","TUR","Türkiye","2012","2012",19.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","TUR","Türkiye","2013","2013",20.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","TUR","Türkiye","2014","2014",19.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","TUR","Türkiye","2015","2015",13.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","TUR","Türkiye","2016","2016",13.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","TUR","Türkiye","2017","2017",14.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","TUR","Türkiye","2018","2018",14.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2000","2000",11,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2001","2001",11.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2002","2002",10.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2003","2003",10.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2004","2004",10.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2005","2005",9.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2006","2006",9.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2007","2007",8.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2008","2008",7.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2009","2009",7.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2010","2010",7.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2011","2011",7.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2012","2012",7.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2013","2013",6.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2014","2014",6.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2015","2015",6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2016","2016",6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","GBR","United Kingdom","2018","2018",6.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1990","1990",8.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1991","1991",8.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1992","1992",8.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1993","1993",7.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1994","1994",7.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1995","1995",6.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1996","1996",6.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1997","1997",6.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1998","1998",5.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","1999","1999",5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2000","2000",5.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2001","2001",5.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2002","2002",5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2003","2003",4.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2004","2004",4.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2005","2005",4.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2006","2006",4.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2007","2007",4.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2008","2008",4.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2009","2009",4.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","USA","United States","2010","2010",4.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2001","2001",9.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2002","2002",10.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2003","2003",10.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2004","2004",10.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2005","2005",9.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2006","2006",9.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2007","2007",9.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2008","2008",9.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2009","2009",9.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2010","2010",9.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2011","2011",9.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2012","2012",10,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2013","2013",11.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2014","2014",11.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2015","2015",12.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2016","2016",11.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2017","2017",11.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2018","2018",17.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2019","2019",12.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CHL","Chile","2020","2020",10.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2000","2000",18.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2001","2001",8.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2002","2002",8.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2003","2003",12.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2004","2004",14.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2005","2005",22.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2006","2006",10.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2007","2007",9.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2008","2008",10.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2009","2009",11.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2010","2010",9.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2011","2011",9.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2012","2012",8.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2013","2013",8.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2014","2014",10.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2015","2015",6.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2016","2016",7.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2017","2017",7.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2018","2018",6.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2019","2019",4.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ISR","Israel","2020","2020",4.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","1997","1997",4.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","1998","1998",5.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","1999","1999",4.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2000","2000",4.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2001","2001",4.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2002","2002",4.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2003","2003",3.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2004","2004",30.7,"B","Break"
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2005","2005",30.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2006","2006",30.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2007","2007",31.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2008","2008",30.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2009","2009",29.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2010","2010",28.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2011","2011",28.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2012","2012",28.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2013","2013",28.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2014","2014",30.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2015","2015",28.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2016","2016",28.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2017","2017",28.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2018","2018",28.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2019","2019",26.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVN","Slovenia","2020","2020",21.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LVA","Latvia","2013","2013",4.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LVA","Latvia","2014","2014",7.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LVA","Latvia","2015","2015",6.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LVA","Latvia","2016","2016",4.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LVA","Latvia","2017","2017",5.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LVA","Latvia","2018","2018",6.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LVA","Latvia","2019","2019",6.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LVA","Latvia","2020","2020",6.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2012","2012",7.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2013","2013",7.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2014","2014",7.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2015","2015",8.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2016","2016",8.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2017","2017",8.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2018","2018",8.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2019","2019",8.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","LTU","Lithuania","2020","2020",9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","1997","1997",6.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","1998","1998",6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","1999","1999",6.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2000","2000",6.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2001","2001",6.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2002","2002",5.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2003","2003",7.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2004","2004",7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2005","2005",6.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2006","2006",8.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2007","2007",7.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2008","2008",7.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2009","2009",8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2010","2010",8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2011","2011",7.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2012","2012",13.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2013","2013",9.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2014","2014",10.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2015","2015",12.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2016","2016",9.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2017","2017",9.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2018","2018",10,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2019","2019",10.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","CRI","Costa Rica","2020","2020",10.7,,
